159896,1,10+
159901,0,10+
159902,1,7
159903,2,10+
159905,1,10+
159909,0,10+
159910,0,9
159911,2,10+
159913,2,10+
159914,2,10+
159915,1,6
159916,0,10+
159918,2,10+
159919,2,10+
159921,2,10+
159923,2,10+
159924,0,10+
159926,2,10+
159927,0,10+
159928,2,8
159929,1,8
159932,1,10+
159933,1,6
159934,0,10+
159939,2,10+
159941,2,8
159943,2,9
159944,2,6
159945,1,8
159946,1,6
159947,1,10+
159948,2,8
159949,0,10+
159953,2,10+
159960,1,10+
159961,2,10+
159962,1,10+
159964,1,10+
159965,1,10+
159968,0,10+
159969,1,10+
159971,2,10+
159972,0,8
159974,1,10+
159978,2,10+
159979,0,10+
159981,2,10+
159985,1,7
159986,1,8
159990,1,7
160000,0,9
160005,1,10+
160006,1,10+
160007,2,9
160010,2,10+
160011,0,10+
160013,0,10+
160014,2,10+
160017,2,10+
160019,1,10+
160024,2,10+
160026,2,10+
160030,2,10+
160031,0,10+
160032,1,7
160033,1,7
160034,0,9
160035,1,10+
160036,1,10+
160038,2,10+
160039,0,10+
160041,0,10+
160044,1,10+
160046,2,8
160047,1,8
160049,0,6
160050,0,10+
160052,1,10+
160053,2,7
160054,2,6
160056,1,10+
160058,2,10+
160059,0,10+
160063,1,6
160064,0,9
160065,1,10+
160066,2,10+
160067,2,10+
160068,1,10+
160069,0,6
160071,2,10+
160076,2,10+
160078,2,10+
160079,0,9
160083,2,10+
160084,1,8
160087,2,10+
160088,2,10+
160089,1,10+
160090,2,10+
160093,1,8
160096,1,10+
160097,2,10+
160098,1,10+
160101,1,10+
160102,0,7
160103,1,10+
160107,2,6
160108,1,10+
160111,1,8
160112,1,10+
160113,2,7
160115,1,7
160119,1,7
160120,0,10+
160122,0,10+
160125,2,10+
160128,1,6
160129,1,10+
160130,0,10+
160132,0,10+
160134,1,10+
160135,2,10+
160136,2,10+
160137,1,10+
160139,2,10+
160140,1,10+
160144,1,10+
160150,2,10+
160152,0,7
160153,0,6
160156,0,10+
160158,2,10+
160159,1,10+
160160,0,10+
160162,2,10+
160165,2,10+
160166,2,6
160168,0,10+
160173,2,10+
160174,1,9
160175,1,10+
160179,0,10+
160182,0,10+
160184,1,9
160186,2,10+
160187,1,10+
160188,2,10+
160191,0,10+
160196,0,10+
160197,1,9
160202,1,10+
160203,1,10+
160204,0,10+
160206,2,10+
160208,2,9
160209,2,10+
160215,2,10+
160216,1,10+
160217,1,8
160219,2,10+
160220,2,10+
160222,2,10+
160225,1,10+
160226,1,10+
160228,0,7
160229,1,6
160230,1,10+
160232,0,10+
160233,2,10+
160234,1,10+
160235,1,10+
160236,2,10+
160237,1,10+
160238,2,7
160240,0,6
160241,2,10+
160244,0,10+
160247,0,10+
160248,1,10+
160249,1,7
160250,1,10+
160251,1,10+
160252,1,10+
160253,2,7
160255,0,6
160258,2,6
160259,0,9
160260,2,10+
160262,2,9
160264,1,10+
160269,1,10+
160272,0,8
160274,1,10+
160275,2,10+
160277,0,10+
160278,1,9
160280,0,10+
160281,0,8
160283,1,10+
160284,2,10+
160285,2,10+
160288,1,6
160289,0,10+
160292,2,7
160295,1,10+
160297,1,7
160299,1,10+
160300,0,10+
160301,2,10+
160303,2,8
160305,1,8
160306,0,10+
160307,1,10+
160309,2,8
160311,2,8
160314,2,10+
160317,1,10+
160319,0,10+
160323,2,7
160324,1,10+
160325,1,6
160329,1,8
160330,1,10+
160333,1,10+
160335,0,10+
160336,1,6
160341,1,10+
160342,0,7
160349,0,10+
160354,1,10+
160356,1,10+
160358,0,10+
160359,2,10+
160361,1,8
160364,2,10+
160366,2,10+
160367,1,10+
160368,1,7
160371,2,10+
160373,1,8
160374,1,10+
160375,2,7
160376,2,10+
160377,1,10+
160379,0,10+
160381,1,10+
160382,0,10+
160385,2,10+
160386,1,9
160387,2,10+
160388,0,7
160389,2,10+
160390,1,10+
160392,2,10+
160393,0,10+
160398,1,10+
160399,1,6
160403,1,10+
160406,0,8
160407,2,10+
160408,0,10+
160413,1,6
160415,2,10+
160417,1,10+
160418,1,10+
160421,2,6
160422,2,10+
160426,1,7
160427,2,7
160428,2,6
160429,0,10+
160430,1,10+
160434,2,10+
160435,1,7
160436,1,6
160438,2,9
160441,1,6
160443,0,10+
160445,1,8
160447,0,10+
160450,2,10+
160453,0,10+
160454,2,10+
