40092,0,10+
40095,0,10+
40097,1,10+
40098,2,6
40100,1,10+
40101,0,10+
40102,0,10+
40103,0,10+
40104,0,8
40108,0,6
40109,1,7
40112,1,6
40113,1,8
40114,1,7
40116,0,10+
40120,2,6
40121,1,10+
40122,1,10+
40123,2,10+
40125,2,10+
40126,2,10+
40130,2,10+
40131,1,10+
40133,0,10+
40135,2,10+
40138,2,8
40139,0,10+
40140,0,6
40141,0,10+
40148,2,10+
40150,0,10+
40153,0,10+
40155,1,6
40157,0,7
40158,1,10+
40161,1,8
40163,2,7
40165,1,10+
40166,0,8
40167,0,10+
40173,0,8
40174,2,10+
40177,2,10+
40182,0,10+
40184,2,10+
40185,0,10+
40188,1,9
40190,1,10+
40192,2,10+
40193,1,7
40196,0,6
40200,2,10+
40202,0,6
40203,1,8
40204,1,10+
40205,1,10+
40206,1,10+
40207,0,6
40209,1,10+
40211,0,7
40212,1,10+
40213,2,10+
40215,1,10+
40217,1,6
40219,2,6
40220,1,10+
40221,2,7
40222,0,10+
40223,0,7
40224,2,10+
40227,0,10+
40228,0,10+
40231,2,8
40232,2,6
40233,0,10+
40238,2,10+
40239,1,10+
40240,2,10+
40242,0,10+
40244,0,8
40245,2,10+
40247,0,7
40248,2,10+
40251,0,10+
40253,1,7
40256,2,8
40258,1,8
40259,1,10+
40260,2,10+
40262,2,10+
40263,2,10+
40266,0,10+
40268,2,10+
40269,0,9
40270,1,10+
40274,1,10+
40275,2,10+
40276,2,9
40277,1,7
40278,1,9
40279,0,10+
40282,2,10+
40285,1,10+
40287,1,10+
40290,2,10+
40292,1,6
40294,2,10+
40295,1,10+
40297,1,10+
40299,0,7
40301,0,10+
40302,2,6
40303,2,10+
40304,1,10+
40305,0,10+
40307,1,10+
40309,2,8
40311,0,6
40312,2,10+
40316,2,8
40317,1,6
40319,2,10+
40322,2,10+
40325,0,10+
40328,1,10+
40329,2,7
40334,0,10+
40335,1,10+
40337,2,10+
40339,1,9
40341,1,6
40342,2,10+
40346,0,8
40347,0,10+
40348,0,10+
40350,2,8
40351,2,10+
40354,1,8
40356,2,9
40359,0,9
40365,0,10+
40366,2,8
40367,2,10+
40368,1,8
40372,1,10+
40373,1,10+
40376,2,10+
40379,1,10+
40380,1,6
40381,0,10+
40382,2,6
40389,1,8
40393,1,10+
40394,0,10+
40397,1,7
40399,0,6
40400,0,10+
40401,1,9
40402,1,10+
40407,0,10+
40408,1,10+
40410,1,9
40413,0,10+
40415,1,10+
40416,2,10+
40421,2,10+
40425,1,10+
40426,0,7
40427,0,10+
40429,1,10+
40431,1,10+
40434,0,10+
40435,1,6
40437,0,10+
40442,0,10+
40443,0,10+
40445,0,10+
40448,1,7
40449,0,10+
40450,1,8
40451,1,9
40452,1,10+
40454,1,10+
40455,0,8
40457,0,9
40458,1,6
40459,0,10+
40460,2,10+
40461,1,8
40462,0,10+
40463,0,10+
40464,1,6
40466,0,10+
40469,2,6
40472,0,10+
40473,1,10+
40474,1,9
40475,1,10+
40476,1,7
40478,1,10+
40479,1,10+
40481,0,8
40482,1,10+
40486,2,7
40487,2,7
40488,0,10+
40490,2,10+
40491,1,10+
40492,2,7
40493,1,10+
40499,1,7
40500,2,8
40503,0,10+
40505,0,10+
40508,0,9
40512,0,10+
40513,1,7
40515,2,10+
40516,0,9
40517,2,9
40518,1,9
40523,2,10+
40528,0,10+
40529,2,6
40533,2,10+
40534,1,10+
40535,0,10+
40536,1,10+
40537,2,10+
40538,1,10+
40539,0,7
40540,2,10+
40541,1,10+
40543,1,7
40544,0,6
40548,2,7
40549,2,10+
40552,2,10+
40553,0,8
40554,0,10+
40555,1,10+
40556,1,10+
40561,2,7
40562,2,8
40563,0,10+
40564,2,8
40565,2,10+
40567,1,10+
40568,0,6
40571,0,7
40572,0,10+
40573,1,6
40574,2,10+
40579,1,10+
40581,0,9
40584,0,10+
40588,0,9
40591,1,10+
40594,2,10+
40596,1,10+
40597,1,10+
40602,1,6
40604,0,10+
40605,0,7
40606,2,10+
40607,0,10+
40612,2,10+
40616,1,10+
40619,2,10+
40620,1,10+
40621,1,7
40622,1,10+
40623,2,10+
40625,1,10+
40626,2,8
40627,1,10+
40629,1,10+
40632,0,10+
40633,2,10+
40636,2,10+
40637,1,10+
40639,0,6
40641,0,10+
40643,2,9
40646,0,10+
40649,1,10+
40652,1,10+
40656,2,10+
40660,1,10+
40661,0,6
40662,2,10+
40663,1,10+
40664,0,6
40665,1,10+
40667,1,10+
40668,0,8
40669,0,7
40670,2,10+
40674,0,10+
40676,1,10+
40678,0,7
40679,0,10+
40680,1,10+
40682,2,8
40683,1,10+
40685,2,10+
40687,0,10+
