80109,0,10+
80110,2,10+
80113,1,10+
80118,2,7
80127,2,10+
80129,0,9
80133,0,7
80135,0,7
80136,2,10+
80138,2,10+
80139,0,10+
80142,0,10+
80145,0,10+
80146,1,10+
80149,1,10+
80152,1,8
80154,1,10+
80155,1,8
80158,0,9
80160,0,7
80162,2,10+
80164,2,10+
80168,1,9
80169,2,10+
80170,0,10+
80172,1,10+
80173,1,8
80174,2,6
80176,1,7
80177,2,10+
80183,1,7
80185,2,6
80187,2,10+
80190,2,9
80191,1,10+
80193,0,10+
80194,2,10+
80195,0,7
80199,2,10+
80200,0,6
80201,1,10+
80205,1,10+
80206,0,8
80208,0,8
80214,1,10+
80217,2,10+
80222,2,8
80225,2,10+
80226,0,7
80229,0,9
80231,2,10+
80232,1,7
80234,2,10+
80235,0,10+
80236,1,10+
80238,0,10+
80242,0,10+
80243,2,7
80244,2,8
80245,2,10+
80251,0,10+
80253,1,8
80254,1,10+
80255,2,10+
80256,1,10+
80257,1,10+
80258,0,7
80262,2,6
80265,0,10+
80267,2,10+
80268,0,10+
80269,1,10+
80270,2,10+
80272,0,10+
80273,0,8
80278,1,10+
80279,1,8
80280,0,8
80283,0,9
80284,1,6
80287,0,10+
80288,1,10+
80291,2,10+
80293,0,6
80295,0,10+
80297,0,10+
80298,0,10+
80299,1,6
80305,0,10+
80308,2,10+
80309,1,10+
80312,1,10+
80315,1,10+
80316,0,10+
80319,1,10+
80321,1,10+
80322,1,10+
80325,0,10+
80326,0,9
80327,1,10+
80331,1,9
80332,0,10+
80334,0,10+
80338,2,9
80340,2,6
80343,2,7
80346,0,8
80348,0,10+
80350,0,10+
80352,2,6
80353,1,10+
80355,2,10+
80356,1,10+
80357,1,10+
80358,1,9
80359,1,10+
80363,0,6
80368,2,10+
80369,2,7
80370,1,10+
80372,1,10+
80374,0,10+
80376,1,10+
80379,2,10+
80380,2,10+
80381,0,8
80382,1,10+
80386,2,10+
80387,0,10+
80390,0,7
80391,2,10+
80393,2,10+
80394,1,10+
80395,1,10+
80396,1,10+
80397,0,10+
80402,1,10+
80406,2,10+
80407,1,8
80409,0,10+
80410,1,10+
80411,2,10+
80412,0,10+
80415,1,7
80417,2,10+
80418,0,10+
80419,2,10+
80420,2,10+
80421,1,10+
80422,1,10+
80423,1,10+
80424,0,10+
80426,2,6
80429,1,6
80430,1,10+
80431,1,10+
80434,1,6
80437,2,10+
80438,2,10+
80439,0,6
80440,1,10+
80442,1,10+
80443,0,10+
80448,1,10+
80452,2,10+
80453,1,6
80454,1,10+
80456,2,10+
80457,0,6
80460,0,6
80462,2,8
80466,1,10+
80467,1,10+
80470,0,9
80473,1,10+
80474,0,10+
80477,2,6
80479,1,9
80482,2,9
80484,2,10+
80485,2,10+
80487,0,10+
80490,1,10+
80491,2,10+
80492,0,10+
80496,1,10+
80498,0,6
80500,2,10+
80501,0,8
80502,1,10+
80503,2,10+
80504,1,10+
80505,2,10+
80507,1,10+
80508,2,10+
80509,1,10+
80510,1,10+
80511,1,10+
80512,2,10+
80514,2,6
80517,1,7
80519,0,10+
80521,1,8
80522,1,10+
80523,0,10+
80524,2,10+
80525,2,8
80527,1,10+
80533,1,9
80534,2,8
80537,0,10+
80540,1,10+
80544,0,6
80547,1,10+
80548,2,10+
80550,1,8
80556,0,10+
80557,2,10+
80558,1,10+
80560,0,7
80562,0,10+
80563,2,10+
80565,1,10+
80566,2,10+
80567,1,10+
80570,1,8
80571,2,10+
80573,1,10+
80576,1,10+
80578,2,10+
80586,2,6
80588,0,9
80591,2,10+
80594,0,9
80595,0,10+
80596,0,6
80597,0,10+
80598,1,10+
80599,1,10+
80600,1,10+
80601,2,10+
80602,2,10+
80605,2,10+
80607,0,10+
80609,2,10+
80612,1,7
80613,1,7
80615,2,10+
80619,2,6
80621,2,7
80623,1,10+
80624,0,10+
80625,1,8
80629,2,10+
80630,2,6
80631,2,10+
80638,2,8
80640,1,10+
80641,1,10+
80642,1,6
80643,2,9
80644,2,10+
80645,2,10+
80646,1,10+
80647,2,10+
80648,2,10+
80649,1,6
80650,0,6
80651,1,6
80652,2,10+
80655,2,10+
80656,2,8
80659,2,8
80660,0,8
80662,1,10+
80664,0,10+
80665,0,6
80666,1,8
80667,2,7
80669,1,10+
80674,0,8
80675,1,10+
80676,1,10+
80678,2,10+
80679,0,10+
80680,0,8
80683,2,10+
80684,0,6
80687,1,9
80688,2,10+
80689,2,10+
80692,1,10+
80693,0,10+
80694,1,10+
80696,0,7
80697,2,10+
80698,2,10+
80699,1,6
80701,1,7
80702,2,10+
80703,1,10+
80705,1,10+
80708,0,10+
80709,2,10+
80711,0,10+
80715,1,10+
80716,0,6
80717,0,9
80720,0,10+
80721,1,10+
80722,0,10+
80723,1,10+
80732,2,9
80733,1,10+
80738,2,10+
80741,2,10+
80742,1,10+
80743,1,10+
80744,2,10+
80749,0,10+
80752,1,9
80755,1,10+
80758,2,10+
80761,0,10+
80762,2,7
80765,1,9
80767,0,10+
80768,1,7
80769,0,6
80771,0,10+
80772,1,10+
80773,2,10+
80774,1,10+
80776,2,10+
80777,2,6
80779,0,7
80785,0,10+
80787,0,6
80789,0,7
80790,2,10+
80792,0,6
80793,1,6
80794,2,10+
80797,1,10+
80798,0,10+
80799,2,10+
80801,1,7
80802,1,8
80803,0,6
80804,1,10+
80806,0,7
80808,2,8
80809,0,10+
80812,0,10+
80814,1,10+
80815,2,9
80816,2,10+
80817,0,10+
80820,2,10+
80821,1,10+
80822,0,7
80823,0,10+
80827,0,6
80830,1,8
80831,0,10+
80835,2,6
80837,1,10+
80841,1,10+
80843,2,10+
80844,1,10+
80850,0,10+
80852,2,10+
80854,1,9
80858,2,10+
80859,1,10+
80860,2,10+
80863,0,10+
80865,0,10+
80866,2,10+
80868,2,10+
80869,0,10+
80874,1,10+
80875,0,9
80876,0,10+
80877,1,10+
80878,1,10+
80885,1,8
80889,0,6
80891,1,10+
80892,0,10+
80894,2,10+
80897,2,10+
80900,1,7
80901,2,9
80904,2,10+
80905,2,10+
80906,1,10+
80908,1,10+
80909,2,10+
80917,0,10+
80921,0,10+
80924,0,10+
80925,1,10+
80934,1,10+
80935,2,10+
80940,2,10+
80942,1,10+
80943,1,10+
80945,1,10+
80946,1,6
80948,2,10+
80950,2,9
80953,1,8
80955,1,10+
80956,1,10+
80957,1,7
80960,0,10+
80962,2,10+
80967,0,10+
80970,1,8
80972,0,10+
80974,2,10+
80975,0,10+
80977,2,7
80978,1,10+
80979,1,10+
80981,1,10+
80983,0,9
80988,2,6
80990,2,10+
80992,1,8
80994,1,7
80995,1,10+
80998,0,6
80999,2,10+
81000,1,10+
81001,0,7
81002,1,10+
81007,1,10+
81008,2,8
81010,2,6
81011,1,10+
81012,2,10+
81016,2,10+
81017,0,8
81019,1,10+
81021,2,10+
81022,0,7
81024,2,10+
81027,1,10+
81028,0,10+
81030,1,10+
81031,1,10+
81033,1,10+
81035,1,9
81036,0,8
81037,1,10+
81039,1,9
81040,2,10+
81041,0,10+
81042,2,9
81043,1,10+
81045,1,10+
81046,2,10+
81047,1,10+
81051,1,9
81053,0,8
81054,1,10+
81058,2,8
81060,0,9
81061,1,10+
81067,0,10+
81069,1,10+
81070,1,10+
81077,1,10+
81078,2,9
81080,1,7
81083,0,9
81084,0,10+
81086,1,10+
81089,2,10+
81092,1,8
81093,1,10+
81094,2,7
81100,1,10+
81108,0,10+
81109,1,7
81111,0,7
81113,1,10+
81115,1,10+
81116,0,6
81121,1,8
81123,1,10+
81124,0,10+
81126,1,10+
81127,2,10+
81132,1,8
81133,1,8
81135,2,10+
81137,2,10+
81138,1,10+
81141,1,10+
81143,1,10+
81146,2,10+
81147,2,10+
81148,1,10+
81150,2,10+
81152,1,10+
81153,1,10+
81155,1,6
81157,1,10+
81158,0,10+
81159,2,7
81160,2,6
81161,1,10+
81164,0,10+
81166,2,10+
81167,1,10+
81175,0,8
81176,2,10+
81177,0,10+
81179,0,10+
81182,1,10+
81183,2,6
81185,0,10+
81186,0,9
81187,0,10+
81188,2,10+
81190,0,7
81195,0,10+
81196,2,10+
81198,0,7
81199,2,10+
81200,1,10+
81202,0,10+
81203,0,7
81205,1,10+
81207,1,10+
81208,0,10+
81209,1,10+
81212,1,10+
81214,1,10+
81216,2,10+
81218,0,10+
81219,0,9
81221,1,10+
81225,0,10+
81226,2,10+
81227,0,9
81231,0,10+
81234,1,9
81237,0,10+
81239,1,10+
81240,0,9
81241,1,9
81243,0,10+
81244,1,10+
81248,0,10+
81249,2,10+
81250,1,10+
81252,2,8
81254,1,10+
81255,2,8
81256,2,10+
81257,2,7
81259,1,7
81261,1,8
81262,0,10+
81265,1,6
81267,2,6
81268,0,10+
81269,2,10+
81270,1,8
81271,0,8
81278,0,10+
81280,2,10+
81281,1,10+
81285,2,8
81286,0,10+
81287,2,10+
81293,1,10+
81298,0,8
81301,2,10+
81303,0,8
81305,2,10+
81306,1,10+
81307,1,10+
81308,1,7
81310,1,7
81311,2,6
81312,1,10+
81313,1,6
81314,2,10+
81317,1,10+
81318,2,6
81320,0,6
81321,0,8
81323,1,10+
81325,0,10+
81327,2,9
81328,1,10+
81331,1,10+
81332,1,10+
81333,1,10+
81334,1,10+
81336,1,6
81341,0,7
81342,0,8
81343,2,9
81345,1,10+
81347,2,9
81351,2,10+
81353,1,10+
81354,2,10+
81355,0,7
81357,2,10+
81359,0,10+
81362,0,8
81364,1,10+
81368,0,10+
81369,0,10+
81370,2,10+
81373,1,9
81374,1,10+
81375,1,10+
81376,0,7
81378,1,10+
81379,2,10+
81380,2,10+
81381,2,10+
81383,0,8
81384,1,10+
81388,1,6
81389,0,6
81390,2,9
81391,1,10+
81394,1,10+
81395,2,10+
81396,0,10+
81397,2,10+
81405,0,7
81407,0,10+
81409,1,7
81410,2,10+
81411,1,8
81412,1,10+
81414,0,10+
81415,2,7
81417,2,10+
81418,2,6
81422,2,10+
81424,0,10+
81426,0,10+
81427,0,10+
81433,2,10+
81434,1,10+
81436,1,8
81441,1,7
81442,2,8
81443,2,10+
81444,1,7
81448,1,10+
81450,0,6
81453,1,10+
81456,1,8
81460,0,9
81461,1,6
81465,1,10+
81471,1,6
81476,0,6
81477,0,10+
81480,0,10+
81483,0,10+
81485,2,10+
81487,1,10+
81489,1,8
81491,2,10+
81494,2,7
81495,2,9
81498,0,10+
81499,0,10+
81500,1,10+
81501,2,10+
81503,1,10+
81504,0,10+
81506,2,10+
81508,2,10+
81512,2,10+
81513,2,7
81517,1,10+
81519,1,10+
81521,1,10+
81524,2,10+
81526,2,10+
81527,2,10+
81528,2,10+
81530,1,8
81537,0,10+
81539,2,10+
81541,1,10+
81543,2,10+
81545,0,10+
81547,1,10+
81548,2,7
81549,1,10+
81552,0,8
81553,0,10+
81554,0,10+
81556,2,10+
81557,1,10+
81559,0,10+
81562,0,10+
81563,1,9
81564,2,10+
81565,1,10+
81569,1,6
81570,2,10+
81571,1,9
81572,0,9
81573,2,6
81575,0,10+
81582,0,10+
81586,2,10+
81587,1,10+
81588,1,10+
81591,1,10+
81592,2,10+
81596,1,6
81597,2,10+
81600,1,10+
81601,1,10+
81604,0,8
81607,2,6
81611,0,10+
81615,1,6
81616,2,10+
81617,1,10+
81618,2,10+
81619,1,9
81620,1,8
81621,1,8
81624,0,10+
81625,1,7
81627,2,10+
81633,1,10+
81634,2,10+
81635,2,10+
81636,2,10+
81640,2,10+
81642,2,10+
81644,2,10+
81647,1,9
81648,1,9
81649,1,10+
81650,1,8
81653,1,9
81656,2,10+
81659,2,10+
81660,0,10+
81664,2,10+
81665,0,10+
81666,1,10+
81667,0,6
81669,1,10+
81673,1,10+
81676,0,10+
81677,2,10+
81679,0,10+
81683,1,10+
81685,1,10+
81690,2,10+
81692,1,10+
81693,0,10+
81694,2,6
81695,2,10+
81696,1,10+
81699,1,10+
81703,0,10+
81704,0,7
81705,1,10+
81711,0,10+
81713,2,10+
81715,1,8
81716,1,10+
81717,1,10+
81719,0,10+
81722,1,10+
81725,2,10+
81727,2,10+
81728,0,8
81729,1,10+
81730,1,10+
81732,1,10+
81735,1,10+
81737,0,10+
81740,1,9
