199737,2,8
199739,0,8
199742,0,9
199744,2,8
199745,1,10+
199749,0,8
199752,1,7
199755,0,6
199759,1,10+
199761,1,10+
199764,1,10+
199765,2,10+
199766,1,10+
199767,0,6
199770,0,9
199771,2,10+
199772,0,9
199774,0,9
199776,0,10+
199779,2,10+
199780,0,9
199785,2,10+
199787,2,6
199791,1,10+
199794,2,10+
199795,0,10+
199797,0,7
199799,1,10+
199804,0,10+
199807,2,9
199809,1,8
199811,2,10+
199812,0,10+
199813,2,10+
199816,2,7
199817,1,10+
199818,0,8
199819,2,10+
199822,1,6
199825,1,10+
199826,1,10+
199829,1,10+
199830,2,10+
199831,1,10+
199832,1,10+
199834,0,10+
199835,2,9
199837,0,10+
199839,1,6
199841,0,9
199842,2,8
199845,1,10+
199849,2,10+
199850,1,10+
199851,1,8
199852,0,10+
199853,2,10+
199857,0,8
199861,0,10+
199862,2,6
199865,1,10+
199866,1,10+
199867,2,6
199868,2,10+
199871,2,9
199875,1,7
199877,2,9
199878,1,10+
199879,2,10+
199881,0,6
199882,1,7
199885,2,10+
199888,0,10+
199894,2,10+
199896,1,10+
199898,1,8
199899,1,8
199900,2,10+
199901,1,10+
199905,2,10+
199906,0,10+
199908,1,10+
199909,0,6
199910,0,10+
199914,0,10+
199916,0,10+
199921,2,8
199927,2,10+
199929,1,10+
199930,0,7
199932,0,8
199933,0,10+
199934,1,10+
199936,2,10+
199937,0,8
199939,2,8
199942,1,10+
199944,1,10+
199947,1,10+
199950,1,10+
199951,0,10+
199954,0,10+
199957,1,10+
199960,2,10+
199961,2,10+
199963,1,6
199964,2,10+
199965,0,6
199969,0,10+
199972,0,10+
199978,0,10+
199979,1,10+
199980,2,10+
199982,2,6
199988,2,10+
199989,1,10+
199994,0,9
199995,2,10+
200000,1,10+
200005,1,10+
200006,1,6
200008,1,10+
200009,2,10+
200011,1,10+
200012,0,10+
200014,0,10+
200016,1,10+
200018,2,10+
200021,1,6
200022,0,10+
200025,2,10+
200027,2,10+
200029,1,8
200030,2,10+
200031,0,10+
200032,2,6
200033,1,10+
200034,1,10+
200035,1,10+
200040,0,7
200041,2,10+
200043,2,6
200046,1,10+
200048,1,10+
200052,2,8
200056,1,6
200057,2,10+
200058,0,8
200060,0,7
200061,1,9
200064,2,10+
200068,0,6
200071,2,10+
200072,0,6
200074,0,9
200076,1,6
200079,1,10+
200082,1,10+
200085,0,10+
200087,0,7
200088,1,8
200089,2,10+
200092,1,10+
200094,2,10+
200098,0,6
200101,1,8
200103,0,10+
200104,1,6
200105,1,10+
200110,0,10+
200113,1,10+
200114,2,10+
200115,1,10+
200119,1,8
200120,0,10+
200122,2,10+
200123,0,6
200128,2,10+
200129,2,10+
200131,1,8
200133,0,9
200139,1,10+
200141,1,10+
200148,0,7
200149,1,6
200151,1,10+
200152,1,10+
200158,2,10+
200159,0,6
200162,0,10+
200163,1,10+
200164,0,8
200165,0,10+
200167,1,10+
200168,1,10+
200169,0,10+
