239581,2,10+
239583,1,10+
239584,1,10+
239586,1,10+
239592,2,10+
239595,0,6
239599,1,10+
239600,0,10+
239601,2,10+
239602,2,10+
239603,1,7
239604,1,10+
239605,2,10+
239610,0,10+
239611,1,10+
239612,0,8
239615,1,7
239617,2,10+
239618,2,10+
239619,0,10+
239621,1,10+
239622,2,6
239623,1,10+
239624,1,9
239625,1,10+
239626,0,10+
239630,1,10+
239631,1,10+
239632,0,10+
239639,0,9
239640,1,10+
239641,0,10+
239642,2,10+
239647,2,10+
239650,2,10+
239652,1,6
239653,1,10+
239655,0,10+
239657,1,10+
239658,0,6
239659,0,10+
239660,1,10+
239661,2,10+
239665,0,6
239666,2,9
239667,2,9
239671,2,10+
239672,0,10+
239674,0,9
239675,0,10+
239676,1,10+
239678,0,10+
239679,2,8
239682,2,10+
239683,2,7
239684,1,8
239685,2,10+
239688,1,10+
239689,0,10+
239690,2,10+
239692,1,9
239699,0,7
239700,1,6
239701,0,10+
239702,2,6
239703,1,10+
239704,1,9
239708,1,6
239709,1,10+
239710,1,10+
239711,1,6
239712,1,9
239715,0,10+
239716,0,8
239717,2,10+
239718,2,10+
239719,0,8
239725,1,6
239731,0,8
239732,0,6
239733,2,8
239734,2,10+
239735,2,10+
239738,2,10+
239746,2,10+
239747,0,7
239748,1,10+
239753,0,6
239758,1,10+
239760,2,10+
239762,1,10+
239763,2,9
239764,1,6
239765,1,7
239767,1,7
239770,1,10+
239771,0,10+
239772,0,10+
239774,2,8
239776,2,10+
239779,2,10+
239781,0,9
239785,1,6
239786,2,10+
239787,2,10+
239788,1,10+
239792,2,6
239793,1,10+
239794,1,7
239796,1,7
239797,2,10+
239799,2,10+
239806,1,10+
239810,2,6
239811,1,10+
239812,2,10+
239814,0,6
239816,1,10+
239817,0,10+
239820,2,10+
239824,2,8
239825,0,9
239827,1,8
239829,0,10+
239830,0,10+
239833,0,10+
239837,0,10+
239838,1,10+
239840,2,10+
239841,1,10+
239843,0,10+
239844,1,8
239845,2,10+
239846,2,10+
239847,1,10+
239849,1,10+
239850,0,10+
239851,2,10+
239852,1,7
239853,2,7
239856,1,10+
239857,0,10+
239859,2,9
239861,2,10+
239862,1,8
239864,1,10+
239866,1,8
239868,0,10+
239871,1,10+
239874,2,10+
239875,1,10+
239877,0,9
239878,2,10+
239879,1,10+
239881,2,10+
239882,2,10+
239883,1,10+
239887,1,7
239888,1,10+
239890,2,10+
239892,2,10+
239893,2,10+
239896,1,10+
239899,2,10+
239901,2,8
239909,2,10+
239913,0,6
239915,0,7
239916,2,10+
239917,1,9
239920,1,10+
239923,2,10+
239926,2,10+
239927,0,10+
239936,0,10+
239939,1,9
239941,1,6
239942,1,7
