80106,1868.7600000000002
80107,3134.959999999999
80108,1038.2799999999988
80109,2676.3600000000006
80110,4054.600000000002
80111,342.3600000000006
80112,1575.800000000001
80113,7135.0
80114,17209.800000000003
80115,1063.3199999999997
80116,3725.279999999999
80117,1238.6399999999994
80118,1145.08
80119,1819.920000000002
80120,19620.600000000006
80121,1267.039999999999
80122,19674.800000000003
80123,4062.3600000000006
80124,2708.3600000000006
80125,1046.2799999999988
80126,4467.199999999999
80127,977.8000000000002
80128,1982.3199999999997
80129,20264.399999999994
80130,569.5999999999995
80131,3994.8800000000047
80132,7987.800000000003
80133,3033.279999999999
80134,1435.920000000002
80135,1861.2800000000007
80136,2516.4400000000023
80137,5304.799999999999
80138,7862.319999999992
80139,1431.4400000000023
80140,18191.4
80141,5296.399999999998
80142,841.3999999999996
80143,5129.279999999999
80144,926.9200000000001
80145,489.0799999999999
80146,5505.5999999999985
80147,3787.2000000000007
80148,597.5999999999999
80149,13852.600000000006
80150,5353.119999999995
80151,802.4800000000005
80152,1701.4400000000023
80153,2146.800000000003
80154,5609.040000000001
80155,1752.7600000000002
80156,8306.400000000001
80157,4114.4000000000015
80158,3347.199999999999
80159,2289.119999999999
80160,1725.6000000000022
80161,1416.5200000000004
80162,7147.4000000000015
80163,447.0
80164,2484.119999999999
80165,2775.3199999999997
80166,668.6400000000003
80167,1925.5200000000004
80168,3483.760000000002
80169,837.6800000000003
80170,1242.2399999999998
80171,14553.0
80172,2531.279999999999
80173,8997.0
80174,4290.199999999999
80175,600.6800000000003
80176,2491.4400000000023
80177,18166.600000000006
80178,8307.0
80179,549.039999999999
80180,2151.16
80181,944.4000000000005
80182,2153.720000000001
80183,5958.799999999996
80184,17914.399999999994
80185,3758.1199999999953
80186,3127.4400000000023
80187,5497.399999999998
80188,744.4400000000005
80189,10308.399999999998
80190,8394.68
80191,1120.800000000001
80192,3297.6399999999994
80193,447.3199999999997
80194,2432.3600000000006
80195,886.0799999999999
80196,4011.1200000000026
80197,8933.800000000003
80198,10487.399999999994
80199,4929.48
80200,590.7200000000003
80201,2241.600000000002
80202,6198.800000000001
80203,2085.4400000000005
80204,1402.4400000000005
80205,14039.399999999994
80206,2433.1199999999953
80207,851.6399999999994
80208,2559.040000000001
80209,984.6800000000003
80210,649.1600000000008
80211,374.2000000000003
80212,480.59999999999945
80213,6973.520000000004
80214,2971.8800000000047
80215,8715.0
80216,4689.239999999998
80217,6384.479999999996
80218,1093.9199999999996
80219,1417.08
80220,373.44000000000005
80221,13629.0
80222,658.9200000000001
80223,1959.960000000001
80224,7535.0
80225,1438.88
80226,4691.880000000005
80227,1784.2399999999998
80228,689.8000000000002
80229,3544.040000000001
80230,1159.2399999999998
80231,996.7200000000012
80232,885.119999999999
80233,5111.119999999995
80234,1230.88
80235,2512.3600000000006
80236,495.7600000000002
80237,5240.199999999997
80238,1475.880000000001
80239,966.039999999999
80240,5978.119999999995
80241,8057.799999999996
80242,2532.399999999998
80243,8499.840000000004
80244,6816.199999999997
80245,1330.4000000000015
80246,1180.079999999998
80247,1311.199999999999
80248,4711.239999999991
80249,1702.7199999999993
80250,2280.5599999999995
80251,6568.200000000001
80252,2252.040000000001
